Year,Car,Model,Kilometre Driven,Fuel Type,Transmission Type,Location,Price
2019,Honda,Honda City 1.5L I-VTEC ZX CVT,"32,479 KM",PETROL,AUTOMATIC,Bangalore,10.8 lakh
2016,Honda,Honda Amaze 1.2L I-VTEC S,"47,097 KM",PETROL,MANUAL,Bangalore,5.05 lakh
2017,Honda,Honda City 1.5L I-VTEC ZX CVT,"42,019 KM",PETROL,AUTOMATIC,Bangalore,8.84 lakh
2014,Honda,Honda City 1.5L I-VTEC V MT,"74,032 KM",PETROL,MANUAL,Bangalore,5.39 lakh
2017,Honda,Honda Jazz 1.2L I-VTEC VX,"34,743 KM",PETROL,MANUAL,Bangalore,6.07 lakh
2019,Honda,Honda City 1.5L I-VTEC ZX CVT,"33,869 KM",PETROL,AUTOMATIC,Bangalore,10.91 lakh
2022,Honda,Honda City 1.5L I-VTEC ZX,"42,212 KM",PETROL,MANUAL,Bangalore,12.11 lakh
2013,Honda,Honda City 1.5L I-VTEC S MT,"89,796 KM",PETROL,MANUAL,Bangalore,4.53 lakh
2012,Honda,Honda City 1.5L I-VTEC S MT,"87,836 KM",PETROL,MANUAL,Bangalore,4.58 lakh
2015,Honda,Honda Jazz 1.2L I-VTEC V AT,"55,600 KM",PETROL,AUTOMATIC,Bangalore,6.39 lakh
2017,Honda,Honda Jazz 1.2L I-VTEC V AT,"59,350 KM",PETROL,AUTOMATIC,Bangalore,5.81 lakh
2018,Honda,Honda City 1.5L I-VTEC ZX CVT,"25,751 KM",PETROL,AUTOMATIC,Bangalore,10.56 lakh
2017,Honda,Honda Jazz 1.2L I-VTEC V,"55,339 KM",PETROL,MANUAL,Bangalore,6.05 lakh
2017,Honda,Honda City 1.5L I-VTEC VX CVT,"1,24,446 KM",PETROL,AUTOMATIC,Bangalore,7.9 lakh
2018,Honda,Honda Amaze 1.2L I-VTEC V CVT,"59,863 KM",PETROL,AUTOMATIC,Bangalore,7.25 lakh
2017,Honda,Honda Jazz 1.2L I-VTEC V AT,"57,291 KM",PETROL,AUTOMATIC,Bangalore,6.35 lakh
2014,Honda,Honda City 1.5L I-VTEC V MT,"73,554 KM",PETROL,MANUAL,Bangalore,5.9 lakh
2014,Honda,Honda Brio S MT,"87,590 KM",PETROL,MANUAL,Bangalore,3.63 lakh
2016,Honda,Honda Amaze 1.2L I-VTEC S,"51,836 KM",PETROL,MANUAL,Bangalore,4.21 lakh
2022,Honda,Honda City 1.5L I-VTE V CVT,"17,703 KM",PETROL,AUTOMATIC,Bangalore,12.67 lakh
2016,Honda,Honda Amaze 1.2L I-VTEC SX,"73,832 KM",PETROL,MANUAL,Bangalore,4.53 lakh
2017,Honda,Honda City 1.5L I-VTEC VX CVT,"93,542 KM",PETROL,AUTOMATIC,Bangalore,7.84 lakh
2015,Honda,Honda Brio S MT,"30,891 KM",PETROL,MANUAL,Bangalore,3.7 lakh
2018,Honda,Honda Amaze 1.5L I-DTEC S CVT,"79,803 KM",DIESEL,AUTOMATIC,Bangalore,6.76 lakh
2019,Honda,Honda Jazz 1.2L I-VTEC V,"45,905 KM",PETROL,MANUAL,Bangalore,6.38 lakh
2018,Honda,Honda BR-V 1.5L I-VTEC V CVT,"81,415 KM",PETROL,AUTOMATIC,Bangalore,8.85 lakh
2013,Honda,Honda City 1.5L I-VTEC V MT,"71,720 KM",PETROL,MANUAL,Bangalore,4.83 lakh
2015,Honda,Honda City 1.5L I-VTEC SV,"89,537 KM",PETROL,MANUAL,Bangalore,5.52 lakh
2021,Honda,Honda Jazz 1.2L I-VTEC VX CVT,"42,493 KM",PETROL,AUTOMATIC,Bangalore,8.93 lakh
2019,Honda,Honda Amaze 1.2L I-VTEC VX,"25,138 KM",PETROL,MANUAL,Bangalore,7.8 lakh
2017,Honda,Honda WR-V 1.5L I-DTEC VX MT,"32,067 KM",DIESEL,MANUAL,Bangalore,7.99 lakh
2019,Honda,Honda City 1.5L I-VTEC VX CVT,"34,447 KM",PETROL,AUTOMATIC,Bangalore,11.4 lakh
2017,Honda,Honda Amaze 1.2L I-VTEC SX,"47,200 KM",PETROL,MANUAL,Bangalore,5.7 lakh
2013,Honda,Honda Brio EX MT,"55,685 KM",PETROL,MANUAL,Bangalore,3.1 lakh
2017,Honda,Honda City 1.5L I-VTEC VX CVT,"39,311 KM",PETROL,AUTOMATIC,Bangalore,9 lakh
2015,Honda,Honda City 1.5L I-VTEC VX CVT,"83,630 KM",PETROL,AUTOMATIC,Bangalore,6.51 lakh
2013,Honda,Honda City 1.5L I-VTEC S MT,"41,334 KM",PETROL,MANUAL,Bangalore,4.73 lakh
2017,Honda,Honda WR-V 1.2L I-VTEC VX MT,"46,215 KM",PETROL,MANUAL,Bangalore,6.92 lakh
2016,Honda,Honda Jazz 1.2L I-VTEC VX,"62,722 KM",PETROL,MANUAL,Bangalore,5.32 lakh
2021,Honda,Honda Jazz 1.2L I-VTEC V CVT,"5,141 KM",PETROL,AUTOMATIC,Bangalore,9.22 lakh
2017,Honda,Honda City 1.5L I-VTEC VX CVT,"70,058 KM",PETROL,AUTOMATIC,Bangalore,8.24 lakh
2017,Honda,Honda Jazz 1.2L I-VTEC V AT,"37,652 KM",PETROL,AUTOMATIC,Bangalore,6.8 lakh
2017,Honda,Honda WR-V 1.5L I-DTEC VX MT,"56,702 KM",DIESEL,MANUAL,Bangalore,8.06 lakh
2015,Honda,Honda Jazz 1.2L I-VTEC SV,"99,867 KM",PETROL,MANUAL,Bangalore,4.24 lakh
2015,Honda,Honda City 1.5L I-VTEC VX,"60,317 KM",PETROL,MANUAL,Bangalore,6.06 lakh
2019,Honda,Honda Amaze 1.2L I-VTEC V,"22,419 KM",PETROL,MANUAL,Bangalore,6.4 lakh
2019,Honda,Honda Civic 1.8L I-VTEC ZX CVT,"28,069 KM",PETROL,AUTOMATIC,Bangalore,17.91 lakh
2018,Honda,Honda City 1.5L I-VTEC VX,"38,673 KM",PETROL,MANUAL,Bangalore,8.91 lakh
2012,Honda,Honda City 1.5L I-VTEC S MT,"1,01,853 KM",PETROL,MANUAL,Bangalore,3.74 lakh
2013,Honda,Honda Amaze 1.2L I-VTEC VX,"43,884 KM",PETROL,MANUAL,Bangalore,3.91 lakh
2016,Honda,Honda Brio S MT,"53,924 KM",PETROL,MANUAL,Bangalore,3.86 lakh
2012,Honda,Honda City 1.5L I-VTEC V AT,"1,10,307 KM",PETROL,AUTOMATIC,Bangalore,4.06 lakh
2019,Honda,Honda Amaze 1.2L I-VTEC VX CVT,"41,243 KM",PETROL,AUTOMATIC,Bangalore,7.19 lakh
2012,Honda,Honda Brio S MT,"74,427 KM",PETROL,MANUAL,Bangalore,3.02 lakh
2016,Honda,Honda Jazz 1.2L I-VTEC V AT,"74,069 KM",PETROL,AUTOMATIC,Bangalore,5.54 lakh
2014,Honda,Honda City 1.5L I-VTEC SV,"55,894 KM",PETROL,MANUAL,Bangalore,5.47 lakh
2018,Honda,Honda City 1.5L I-VTEC VX,"70,183 KM",PETROL,MANUAL,Bangalore,7.99 lakh
2018,Honda,Honda WR-V 1.5L I-DTEC VX MT,"84,652 KM",DIESEL,MANUAL,Bangalore,7.4 lakh
2016,Honda,Honda City 1.5L I-VTEC V MT,"58,750 KM",PETROL,MANUAL,Bangalore,6.25 lakh
2013,Honda,Honda Amaze 1.5L I-DTEC EX,"73,662 KM",DIESEL,MANUAL,Bangalore,3.51 lakh
2015,Honda,Honda City 1.5L I-VTEC V MT,"40,477 KM",PETROL,MANUAL,Bangalore,5.97 lakh
2015,Honda,Honda City 1.5L I-VTEC V MT,"71,841 KM",PETROL,MANUAL,Bangalore,5.59 lakh
2023,Tata,Tata PUNCH CREATIVE IRA AMT 1.2 RTN DUAL TONE,"7,511 KM",PETROL,AUTOMATIC,Bangalore,9.64 lakh
2020,Tata,Tata NEXON XZA PLUS (O) PETROL,"38,575 KM",PETROL,AUTOMATIC,Bangalore,10.38 lakh
2022,Tata,Tata NEXON XZA PLUS PETROL,"31,940 KM",PETROL,AUTOMATIC,Bangalore,10.38 lakh
2016,Tata,Tata Tiago XZ PETROL,"53,919 KM",PETROL,MANUAL,Bangalore,3.78 lakh
2022,Tata,Tata NEXON XZ PLUS (PREMIUM) PETROL JET,"30,058 KM",PETROL,MANUAL,Bangalore,11.94 lakh
2021,Tata,Tata ALTROZ XE PETROL,"20,428 KM",PETROL,MANUAL,Bangalore,6.26 lakh
2023,Tata,Tata PUNCH CREATIVE IRA AMT 1.2 RTN DUAL TONE,"1,848 KM",PETROL,AUTOMATIC,Bangalore,9.73 lakh
2016,Tata,Tata Tiago XZ PETROL,"70,208 KM",PETROL,MANUAL,Bangalore,3.78 lakh
2021,Tata,Tata ALTROZ XE PETROL,"31,073 KM",PETROL,MANUAL,Bangalore,6.31 lakh
2016,Tata,Tata Tiago XZ PETROL,"39,182 KM",PETROL,MANUAL,Bangalore,3.72 lakh
2016,Tata,Tata Tiago XZ PETROL,"86,034 KM",PETROL,MANUAL,Bangalore,3.59 lakh
2018,Tata,Tata Tiago XZ PETROL,"72,597 KM",PETROL,MANUAL,Bangalore,4.53 lakh
2018,Tata,Tata TIGOR XZA PETROL,"70,793 KM",PETROL,AUTOMATIC,Bangalore,5.2 lakh
2022,Tata,Tata PUNCH CREATIVE IRA AMT 1.2 RTN DUAL TONE,"26,123 KM",PETROL,AUTOMATIC,Bangalore,8.56 lakh
2022,Tata,Tata Safari XZA PLUS DARK EDITION,"15,681 KM",DIESEL,AUTOMATIC,Bangalore,22.47 lakh
2017,Tata,Tata Tiago XT PETROL,"45,575 KM",PETROL,MANUAL,Bangalore,4.5 lakh
2023,Tata,Tata PUNCH CREATIVE iRA PACK MT,"14,518 KM",PETROL,MANUAL,Bangalore,9.32 lakh
2022,Tata,Tata ALTROZ XZA PLUS,"6,161 KM",PETROL,AUTOMATIC,Bangalore,8.97 lakh
2020,Tata,Tata ALTROZ XZ PETROL,"40,143 KM",PETROL,MANUAL,Bangalore,7.04 lakh
2021,Tata,Tata Tiago XZ PLUS DUAL TONE PETROL,"35,406 KM",PETROL,MANUAL,Bangalore,6.3 lakh
2017,Tata,Tata NEXON XZ PLUS PETROL DUAL TONE,"17,466 KM",PETROL,MANUAL,Bangalore,7.79 lakh
2017,Tata,Tata Tiago XZA PETROL,"94,294 KM",PETROL,AUTOMATIC,Bangalore,4.39 lakh
2018,Tata,Tata NEXON XZA PLUS DIESEL,"90,759 KM",DIESEL,AUTOMATIC,Bangalore,8.06 lakh
2014,Tata,Tata Zest XMA F-TRONIC DIESEL,"96,667 KM",DIESEL,AUTOMATIC,Bangalore,3.69 lakh
2020,Tata,Tata NEXON XZA PLUS (O) PETROL DUAL TONE,"59,046 KM",PETROL,AUTOMATIC,Bangalore,10.47 lakh
2020,Tata,Tata ALTROZ XZ PETROL,"34,901 KM",PETROL,MANUAL,Bangalore,7.34 lakh
2022,Tata,Tata NEXON XZ PLUS (HS) DIESEL,"31,035 KM",DIESEL,MANUAL,Bangalore,11.52 lakh
2020,Tata,Tata Tiago XZ PLUS PETROL,"23,692 KM",PETROL,MANUAL,Bangalore,6.25 lakh
2016,Tata,Tata Zest XMS PETROL,"80,078 KM",PETROL,MANUAL,Bangalore,4.4 lakh
2017,Tata,Tata Tiago XT PETROL,"28,606 KM",PETROL,MANUAL,Bangalore,4.55 lakh
2020,Tata,Tata NEXON XZ PLUS PETROL,"67,069 KM",PETROL,MANUAL,Bangalore,8.35 lakh
2023,Tata,Tata NEXON XM PETROL,"16,129 KM",PETROL,MANUAL,Bangalore,9.12 lakh
2019,Tata,Tata NEXON XZA PLUS DIESEL,"60,079 KM",DIESEL,AUTOMATIC,Bangalore,8.62 lakh
2022,Tata,Tata NEXON XZ PLUS (PREMIUM) DARK EDITION PETROL,"24,386 KM",PETROL,MANUAL,Bangalore,11.68 lakh
2022,Tata,Tata NEXON XZ PLUS (O) DIESEL DARK EDITION,"14,434 KM",DIESEL,MANUAL,Bangalore,13.75 lakh
2022,Tata,Tata NEXON XZ PLUS DIESEL KAZIRANGA,"14,871 KM",DIESEL,MANUAL,Bangalore,13.21 lakh
2022,Tata,Tata NEXON XZA PLUS (HS) PETROL,"26,350 KM",PETROL,AUTOMATIC,Bangalore,11.9 lakh
2020,Tata,Tata NEXON XZ PLUS SUNROOF PETROL DUAL TONE,"45,321 KM",PETROL,MANUAL,Bangalore,9.14 lakh
2020,Tata,Tata NEXON XZA PLUS PETROL,"54,568 KM",PETROL,AUTOMATIC,Bangalore,9.65 lakh
2020,Tata,Tata NEXON XZ PLUS PETROL DUAL TONE,"54,623 KM",PETROL,MANUAL,Bangalore,8.83 lakh
2022,Tata,Tata NEXON XZA PLUS (O) PETROL,"13,619 KM",PETROL,AUTOMATIC,Bangalore,12.63 lakh
2020,Tata,Tata NEXON XZ PLUS (O) PETROL,"46,447 KM",PETROL,MANUAL,Bangalore,10.05 lakh
2019,Tata,Tata NEXON XZA PLUS PETROL DUAL TONE,"59,737 KM",PETROL,AUTOMATIC,Bangalore,8.07 lakh
2022,Tata,Tata TIGOR XZ PETROL,"13,622 KM",PETROL,MANUAL,Bangalore,6.9 lakh
2022,Tata,Tata NEXON XZA PLUS (HS) PETROL,"15,617 KM",PETROL,AUTOMATIC,Bangalore,12.18 lakh
2022,Tata,Tata NEXON XZA PLUS (HS) PETROL,"11,001 KM",PETROL,AUTOMATIC,Bangalore,12.22 lakh
2020,Tata,Tata Harrier XZA PLUS 2.0L,"68,859 KM",DIESEL,AUTOMATIC,Bangalore,18.16 lakh
2023,Tata,Tata Tiago XZA PLUS PETROL,"2,280 KM",PETROL,AUTOMATIC,Bangalore,7.96 lakh
2020,Tata,Tata NEXON XZA PLUS PETROL DUAL TONE,"59,565 KM",PETROL,AUTOMATIC,Bangalore,8.79 lakh
2020,Tata,Tata Tiago XZA PLUS PETROL,"38,930 KM",PETROL,AUTOMATIC,Bangalore,6.78 lakh
2017,Tata,Tata TIGOR XZA PETROL,"94,257 KM",PETROL,AUTOMATIC,Bangalore,4.65 lakh
2022,Tata,Tata Tiago XZA PLUS PETROL,"6,541 KM",PETROL,AUTOMATIC,Bangalore,6.98 lakh
2022,Tata,Tata PUNCH CREATIVE MT,"20,447 KM",PETROL,MANUAL,Bangalore,8.13 lakh
2021,Tata,Tata NEXON XZA PLUS (O) PETROL DARK EDITION,"28,606 KM",PETROL,AUTOMATIC,Bangalore,11.69 lakh
2022,Tata,Tata NEXON XZ PLUS PETROL,"15,785 KM",PETROL,MANUAL,Bangalore,9.96 lakh
2022,Tata,Tata NEXON XM SUNROOF DIESEL,"23,036 KM",DIESEL,MANUAL,Bangalore,10.43 lakh
2022,Tata,Tata Safari XZ PLUS 6S ADVENTURE,"39,627 KM",DIESEL,MANUAL,Bangalore,20.12 lakh
2015,Tata,Tata Zest XTA F-TRONIC DIESEL,"79,684 KM",DIESEL,AUTOMATIC,Bangalore,4.8 lakh
2021,Tata,Tata Safari XZA PLUS,"13,787 KM",DIESEL,AUTOMATIC,Bangalore,21.66 lakh
2016,Tata,Tata Tiago XZ PETROL,"48,738 KM",PETROL,MANUAL,Bangalore,4.41 lakh
2019,Tata,Tata Tiago XZA PLUS PETROL,"16,943 KM",PETROL,AUTOMATIC,Bangalore,6.37 lakh
2020,Tata,Tata ALTROZ XZ PETROL,"11,336 KM",PETROL,MANUAL,Bangalore,7.77 lakh
2021,Tata,Tata PUNCH ACCOMPLISHED MT,"4,700 KM",PETROL,MANUAL,Bangalore,7.58 lakh
2021,Tata,Tata TIGOR XZ PLUS PETROL,"53,454 KM",PETROL,MANUAL,Bangalore,6.73 lakh
2019,Tata,Tata Tiago XZA PETROL,"35,928 KM",PETROL,AUTOMATIC,Bangalore,5.2 lakh
2021,Tata,Tata NEXON XZ PLUS (O) PETROL,"19,430 KM",PETROL,MANUAL,Bangalore,10.33 lakh
2022,Tata,Tata NEXON XZA PLUS KAZIRANGA PETROL,"28,971 KM",PETROL,AUTOMATIC,Bangalore,12.19 lakh
2022,Tata,Tata PUNCH CREATIVE 1.2 AMT KAZIRANGA EDITION,"15,486 KM",PETROL,AUTOMATIC,Bangalore,9.14 lakh
2017,Tata,Tata Tiago XT PETROL,"60,536 KM",PETROL,MANUAL,Bangalore,4.5 lakh
2020,Tata,Tata TIGOR XZ PLUS PETROL,"27,603 KM",PETROL,MANUAL,Bangalore,6.65 lakh
2023,Tata,Tata PUNCH CREATIVE AMT 1.2 RTN DUAL TONE,"2,806 KM",PETROL,AUTOMATIC,Bangalore,9.56 lakh
2023,Tata,Tata TIAGO NRG XZ AMT,"2,370 KM",PETROL,AUTOMATIC,Bangalore,8.09 lakh
2023,Tata,Tata TIAGO NRG XZ AMT,"7,402 KM",PETROL,AUTOMATIC,Bangalore,7.96 lakh
2017,Tata,Tata Tiago XZA PETROL,"57,920 KM",PETROL,AUTOMATIC,Bangalore,4.61 lakh
2021,Tata,Tata Harrier XMA 2.0L KRYOTEC,"28,570 KM",DIESEL,AUTOMATIC,Bangalore,14.74 lakh
2022,Tata,Tata Harrier XT PLUS 2.0L KRYOTEC,"49,190 KM",DIESEL,MANUAL,Bangalore,17.4 lakh
2022,Tata,Tata PUNCH ACCOMPLISHED DAZZLE PACK AMT,"3,572 KM",PETROL,AUTOMATIC,Bangalore,8.7 lakh
2017,Tata,Tata Tiago XT PETROL,"67,872 KM",PETROL,MANUAL,Bangalore,4.02 lakh
2020,Tata,Tata TIGOR XZA PLUS PETROL,"33,984 KM",PETROL,AUTOMATIC,Bangalore,7.03 lakh
2021,Tata,Tata Harrier XM 2.0L KRYOTEC,"46,225 KM",DIESEL,MANUAL,Bangalore,13.75 lakh
2016,Tata,Tata Tiago XZ PETROL,"86,716 KM",PETROL,MANUAL,Bangalore,3.96 lakh
2015,Tata,Tata Zest XMS PETROL,"75,916 KM",PETROL,MANUAL,Bangalore,3.72 lakh
2022,Tata,Tata ALTROZ XZ I-TURBO PETROL,"19,400 KM",PETROL,MANUAL,Bangalore,8.1 lakh
2020,Tata,Tata Tiago XZA PLUS DUAL TONE PETROL,"26,526 KM",PETROL,AUTOMATIC,Bangalore,6.28 lakh
2020,Tata,Tata Tiago XZ PLUS DUAL TONE PETROL,"25,101 KM",PETROL,MANUAL,Bangalore,5.68 lakh
2018,Tata,Tata NEXON XZA PLUS DIESEL,"63,671 KM",DIESEL,AUTOMATIC,Bangalore,8.72 lakh
2021,Tata,Tata Tiago XZ PETROL,"26,041 KM",PETROL,MANUAL,Bangalore,6.33 lakh
2020,Tata,Tata NEXON XZA PLUS PETROL,"40,443 KM",PETROL,AUTOMATIC,Bangalore,8.9 lakh
2018,Tata,Tata NEXON XZA PLUS DIESEL,"34,059 KM",DIESEL,AUTOMATIC,Bangalore,9.77 lakh
2018,Tata,Tata NEXON XM PETROL,"38,482 KM",PETROL,MANUAL,Bangalore,6.35 lakh
2017,Tata,Tata TIGOR XZ PETROL,"64,330 KM",PETROL,MANUAL,Bangalore,4.84 lakh
2018,Tata,Tata NEXON XZ PLUS DIESEL,"69,566 KM",DIESEL,MANUAL,Bangalore,7.5 lakh
2018,Tata,Tata Tiago XZA PETROL,"21,979 KM",PETROL,AUTOMATIC,Bangalore,5.28 lakh
2021,Tata,Tata NEXON XZA PLUS SUNROOF PETROL,"35,445 KM",PETROL,AUTOMATIC,Bangalore,10.3 lakh
2016,Tata,Tata Tiago XZ PETROL,"70,138 KM",PETROL,MANUAL,Bangalore,3.92 lakh
2021,Tata,PUNCH CREATIVE MT,"38,262 KM",Petrol,Manual,Nagpur,7.96 lakh
2019,Tata,Tiago XZ PETROL,"70,736 KM",Petrol,Manual,Nagpur,4.69 lakh
2019,Tata,Tiago XZ PLUS PETROL,"49,572 KM",Petrol,Manual,Nagpur,4.94 lakh
2018,Tata,Tiago XT PETROL,"24,917 KM",Petrol,Manual,Nagpur,4.64 lakh
2013,Hyundai,i10 MAGNA 1.2,"55,636 KM",Petrol,Manual,Nagpur,2.31 lakh
2017,Hyundai,Eon ERA +,"80,423 KM",Petrol,Manual,Nagpur,2.62 lakh
2018,Hyundai,Creta E PLUS 1.6 PETROL,"58,009 KM",Petrol,Manual,Nagpur,8.11 lakh
2018,Hyundai,Xcent S 1.2 CRDI,"46,562 KM",Diesel,Manual,Nagpur,5.24 lakh
2019,Hyundai,NEW SANTRO SPORTZ MT,"70,128 KM",Petrol,Manual,Nagpur,4.12 lakh
2017,Hyundai,Elite i20 ASTA 1.2,"94,255 KM",Petrol,Manual,Nagpur,5.28 lakh
2018,Hyundai,Grand i10 ASTA 1.2 KAPPA VTVT,"35,650 KM",Petrol,Manual,Nagpur,5.08 lakh
2019,Hyundai,NEW SANTRO SPORTZ AMT,"41,304 KM",Petrol,Automatic,Nagpur,4.42 lakh
2019,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,"23,901 KM",Petrol,Manual,Nagpur,5.28 lakh
2016,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,"77,838 KM",Petrol,Manual,Nagpur,4.01 lakh
2018,Hyundai,NEW SANTRO SPORTZ MT,"68,047 KM",CNG,Manual,Nagpur,4.25 lakh
2015,Hyundai,Elite i20 MAGNA 1.2,"60,307 KM",Petrol,Manual,Nagpur,4.35 lakh
2016,Hyundai,Grand i10 ASTA (O) AT 1.2 KAPPA VTVT,"52,618 KM",Petrol,Automatic,Nagpur,5.21 lakh
2018,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,"18,633 KM",Petrol,Manual,Nagpur,4.59 lakh
2016,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,"65,973 KM",Petrol,Manual,Nagpur,3.58 lakh
2020,Hyundai,AURA S 1.2,"41,550 KM",Petrol,Manual,Nagpur,5.82 lakh
2016,Hyundai,Eon MAGNA +,"96,928 KM",Petrol,Manual,Nagpur,2.90 lakh
2016,Hyundai,Elite i20 MAGNA 1.2,"56,731 KM",Petrol,Manual,Nagpur,4.85 lakh
2016,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,"26,207 KM",Petrol,Manual,Nagpur,4.01 lakh
2018,Honda,Brio S(O) MT,"98,359 KM",Petrol,Manual,Nagpur,3.32 lakh
2018,Honda,WR-V 1.2L I-VTEC VX MT,"46,515 KM",Petrol,Manual,Nagpur,6.49 lakh
2016,Honda,Amaze 1.2L I-VTEC S,"69,690 KM",Petrol,Manual,Nagpur,4.25 lakh
2016,Honda,Brio S MT,"26,756 KM",Petrol,Manual,Nagpur,3.30 lakh
2016,Honda,City 1.5L I-VTEC V MT,"92,816 KM",Petrol,Manual,Nagpur,5.88 lakh
2021,Honda,Amaze 1.2L I-VTEC V,"33,636 KM",Petrol,Manual,Nagpur,6.53 lakh
